employee_id,employee_name,department,course_name,assigned_date,due_date,completion_date,status
1220,Nandini Saxena,Operations,Data Security Awareness,2025-06-12,2025-07-13,2025-06-19,Completed
1310,Pranav Verma,HR,Leadership Fundamentals,2025-04-17,2025-05-06,2025-04-24,Completed
1155,Sneha Pillai,Marketing,Project Management,2025-10-02,2025-11-02,,Pending
1182,Sneha Kumar,IT,Data Security Awareness,2026-02-03,2026-02-19,2026-02-05,Completed
1028,Manish Das,Sales,Project Management,2025-10-07,2025-11-09,,Pendig
1108,Kavya Trivedi,Operations,SQL Fundamentals,2025-06-09,2025-07-12,2025-06-20,Completed
1185,Aarav Saxena,HR,Project Management,20/08/2025,2025-09-15,,Pending
1110,Pranav Modi,IT,Data Security Awareness,04/07/2025,2025-07-31,2025-07-10,Completed
1144,Rekha Modi,HR,Customer Service Excellence,2025-05-30,2025-06-20,2025-06-01,Completed
1149,Nandini Chopra,IT,Leadership Fundamentals,2025-07-18,2025-08-21,2025-07-30,Completed
1103,Aarav Singh,HR,Leadership Fundamentals,2025-07-11,2025-07-29,2025-07-23,Completed
1185,Aarav Saxena,HR,Workplace Safety,2025-11-17,2025-12-02,,Pending
1250,Sunita Desai,Operations,Leadership Fundamentals,2025-05-14,2025-06-19,,Pending
1069,Nandini Rao,IT,Project Management,2025-09-24,2025-11-04,2025-10-07,Completed
1114,Sachin Banerjee,Operations,Customer Service Excellence,2025-08-26,2025-09-17,,Pending
1144,Rekha Modi,HR,Anti-Harassment Training,2025-10-02,2025-10-27,2025-10-03,Completed
1214,Aadhya Mishra,IT,Excel for Business,2025-06-10,2025-07-04,,Pending
1303,Tanya Mukherjee,Sales,Data Security Awareness,2025-10-01,2025-10-30,2025-10-08,Completed
1097,Rajesh Desai,Sales,Leadership Fundamentals,2026-01-07,2026-01-26,,Pending
1130,Sai Chopra,Sales,Workplace Safety,2025-05-03,2025-05-22,2025-05-04,Completed
1259,Ishaan Patel,Sales,Leadership Fundamentals,2025-12-25,2026-01-22,,Pending
1334,Sunita Sinha,IT,SQL Fundamentals,2025-05-07,2025-05-28,,Pending
1067,Meera Sinha,IT,Workplace Safety,2025-11-16,2025-12-10,2025-11-20,Completed
1188,Ananya Desai,Sales,Project Management,2025-06-04,2025-07-10,,Pending
1073,Lakshmi Verma,IT,Anti-Harassment Training,2025-06-05,2025-06-27,2025-06-07,Completed
1052,Deepak Shah,Operations,Data Security Awareness,2025-06-02,2025-06-30,2025-06-13,Completed
1206,Jyoti Saxena,IT,Anti-Harassment Training,2025-06-21,2025-07-10,,Pending
1167,Arjun Chopra,HR,Excel for Business,2025-09-24,2025-10-27,,Pending
1127,Arjun Desai,Operations,Workplace Safety,2025-08-06,2025-08-22,2025-08-07,Completed
1011,Shruti Ghosh,IT,Customer Service Excellence,2025-08-18,2025-09-04,2025-08-19,Completed
1032,Sai Mishra,IT,SQL Fundamentals,2025-12-29,2026-01-17,2026-01-03,Completed
1076,Rohit Mehta,,Anti-Harassment Training,2026-01-28,2026-02-24,2026-01-31,Completed
1206,Jyoti Saxena,IT,SQL Fundamentals,2026-02-03,2026-03-02,,Pending
1167,Arjun Chopra,HR,SQL Fundamentals,2025-04-21,2025-05-08,2025-04-29,Completed
1048,Rahul Sen,sales,SQL Fundamentals,2025-08-13,2025-09-19,2025-08-24,Completed
1320,Amit Mukherjee,HR,SQL Fundamentals,2025-10-30,2025-12-05,2025-11-16,Completed
1145,Rohit Verma,HR,Leadership Fundamentals,2026-02-15,2026-03-19,2026-02-25,Completed
1157,Priya Sinha,Finance,Python Basics,2025-12-03,2025-12-31,,Pending
1262,Sunita Ghosh,Marketing,Communication Skills,2025-08-30,2025-09-27,2025-09-06,Completed
1343,Reyansh Deshpande,IT,Data Security Awareness,2025-06-19,2025-07-15,2025-06-25,Completed
1307,Anjali Patel,Sales,Leadership Fundamentals,2025-07-13,2025-08-07,,Pending
1063,Nandini Banerjee,Operations,Project Management,2025-09-10,2025-10-22,,Pending
1045,Nandini Malhotra,HR,Project Management,2025-10-21,2025-11-13,2025-10-30,Completed
1218,Harish Bhat,Operations,Customer Service Excellence,2026-01-12,2026-01-28,2026-01-19,Completed
1315,Krishna Shah,Operations,Leadership Fundamentals,2025-06-01,2025-06-24,2025-06-05,Completed
1109,Sara Joshi,IT,Anti-Harassment Training,2025-05-19,2025-05-29,2025-05-20,Completed
1064,Gaurav Singh,HR,Communication Skills,2026-02-09,2026-03-08,2026-02-14,Completed
1101,Rekha Mishra,IT,Anti-Harassment Training,2025-09-14,2025-10-11,2025-09-15,Completed
1115,Vikram Banerjee,Finance,Excel for Business,2025-06-20,2025-07-22,,COMPLETED
1177,Kavya Kulkarni,Finance,Leadership Fundamentals,2025-12-11,2026-01-04,2025-12-17,Completed
1078,Nitin Deshpande,IT,Workplace Safety,2025-10-18,2025-11-13,2025-10-21,Completed
1110,Pranav Modi,IT,Excel for Business,2025-07-19,2025-08-23,2025-07-29,Completed
1220,Nandini Saxena,Operations,Data Security Awareness,2025-08-22,2025-09-18,2025-08-23,Completed
1026,Divya Kulkarni,Operations,Leadership Fundamentals,2025-08-24,2025-09-25,2025-08-28,Completed
1068,Divya Sharma,Operations,Workplace Safety,2025-11-06,2025-11-20,,Pending
1097,Rajesh Desai,sales,Project Management,2025-10-23,2025-11-22,2025-11-07,Completed
1061,Ayaan Iyer,Sales,Data Security Awareness,2026-01-16,2026-02-14,2026-01-19,Completed
1028,Manish Das,Sales,Customer Service Excellence,2025-08-25,2025-09-09,2025-08-31,Completed
1344,Nandini Rao,sales,Leadership Fundamentals,2026-01-06,2026-01-29,,Pending
1063,Nandini Banerjee,Operations,SQL Fundamentals,2026-02-06,2026-02-26,2026-02-16,Completed
1319,Sunita Malhotra,IT,Workplace Safety,2025-10-18,2025-11-08,2025-10-21,Completed
1172,Sachin Deshpande,IT,Project Management,2026-01-10,2026-02-09,,Pending
1305,Anjali Mishra,Operations,Excel for Business,2026-02-02,2026-03-07,2026-02-09,Completed
1063,Nandini Banerjee,Operations,Data Security Awareness,2025-04-23,2025-05-06,2025-04-26,Completed
1131,Ananya Ghosh,Sales,Project Management,2025-11-28,2026-01-02,2025-12-14,Completed
1334,Sunita Sinha,IT,SQL Fundamentals,2025-12-19,2026-01-09,2025-12-25,Completed
1224,Aditya Nair,HR,SQL Fundamentals,2025-09-10,2025-10-02,2025-09-18,Completed
1139,Ishaan Das,HR,SQL Fundamentals,2025-08-31,2025-10-05,2025-09-07,Completed
1262,Sunita Ghosh,Marketing,Customer Service Excellence,2025-12-28,2026-01-25,,Pending
1208,Kavya Verma,Finance,Python Basics,2025-11-29,2025-12-20,2025-12-12,Completed
1177,Kavya Kulkarni,Finance,Workplace Safety,2025-10-30,2025-11-27,2025-11-01,Completed
1090,Arjun Joshi,Sales,Data Security Awareness,2026-01-30,2026-02-26,2026-02-06,Completed
1005,Nandini Gupta,IT,SQL Fundamentals,2026-01-20,2026-02-13,,Pending
1036,Ananya Pandey,Operations,SQL Fundamentals,2025-12-01,2025-12-23,2025-12-12,Completed
1025,Neha Gupta,Sales,SQL Fundamentals,2025-10-11,2025-11-01,,Pending
1083,Gaurav Malhotra,HR,Excel for Business,2025-04-16,2025-05-21,,Pending
1214,Aadhya Mishra,IT,Workplace Safety,2025-07-06,2025-07-16,2025-07-09,Completed
1117,Pranav Kumar,Operations,Communication Skills,2025-06-16,2025-07-13,,Pending
1120,Pranav Saxena,Sales,Communication Skills,2025-12-12,2026-01-14,,Pending
1268,Tanya Nair,Finance,Data Security Awareness,09/06/2025,2025-07-07,2025-06-12,Completed
1226,Vikram Malhotra,I.T.,Project Management,2025-11-30,2026-01-04,2025-12-16,Completed
1021,Vikram Tiwari,Finance,Anti-Harassment Training,2025-11-21,2025-12-17,2025-11-24,Completed
1317,Sneha Mukherjee,Sales,Project Management,2026-02-23,2026-04-05,2026-03-01,Completed
1032,Sai Mishra,IT,Leadership Fundamentals,07/07/2025,2025-07-29,2025-07-15,Pendig
1271,Varun Shah,Operations,Python Basics,2025-07-24,2025-08-23,,Pending
1061,Ayaan Iyer,Sales,Excel for Business,2025-12-06,2026-01-02,2025-12-11,Completed
1058,Suresh Mishra,IT,Customer Service Excellence,2025-08-18,2025-09-09,2025-08-19,Completed
1144,Rekha Modi,HR,Customer Service Excellence,2025-10-11,2025-11-05,,Pending
1138,Lakshmi Trivedi,Finance,Anti-Harassment Training,2025-08-26,2025-09-05,2025-08-28,Completed
1037,Vikram Pillai,HR,Workplace Safety,2025-09-24,2025-10-18,2025-10-02,Completed
1053,Ishaan Sinha,Marketing,Leadership Fundamentals,2025-07-18,2025-08-08,,Pending
1047,Aadhya Reddy,HR,Python Basics,2026-01-12,2026-02-24,2026-01-21,Completed
1321,Kavya Ghosh,Sales,Workplace Safety,2026-02-09,2026-03-14,2026-02-10,Completed
1020,Neha Nair,HR,Excel for Business,2025-04-25,2025-06-02,,Pending
1149,Nandini Chopra,IT,Excel for Business,2026-02-20,2026-03-16,2026-02-27,Completed
1179,Shruti Saxena,Marketing,Communication Skills,2025-09-16,2025-10-22,2025-09-23,Completed
1294,Arjun Ghosh,Human Resources,Anti-Harassment Training,2025-04-02,2025-04-28,,Pending
1148,Gaurav Singh,Sales,Anti-Harassment Training,2025-10-25,2025-11-23,,Pending
1125,Diya Bhat,IT,Leadership Fundamentals,2025-11-30,2026-01-04,2025-12-07,Completed
1220,Nandini Saxena,Operations,Python Basics,2025-09-11,2025-10-11,,Pending
1070,Nandini Bhat,Marketing,Workplace Safety,2026-01-18,2026-02-04,2026-01-22,Completed
1111,Priya Modi,HR,Data Security Awareness,28/06/2025,2025-07-23,,Pending
1316,Diya Kumar,Finance,Anti-Harassment Training,2025-04-18,2025-05-09,2025-04-19,Completed
1245,Swati Deshpande,IT,Anti-Harassment Training,2025-08-26,2025-09-05,2025-08-27,Completed
1067,Meera Sinha,IT,SQL Fundamentals,2026-02-02,2026-02-22,,Pending
1169,Ananya Desai,IT,Project Management,2025-08-23,2025-09-25,,Pending
1237,Rohit Deshpande,HR,Customer Service Excellence,2025-12-24,2026-01-21,,Pending
1196,Aditya Deshpande,HR,Anti-Harassment Training,2025-12-14,2026-01-06,2025-12-16,Completed
1043,Neha Bhat,IT,Workplace Safety,2025-09-16,2025-10-01,2025-09-23,Completed
1267,Pallavi Sharma,Finance,Python Basics,2025-07-04,2025-07-25,,Pending
1255,Riya Saxena,IT,Python Basics,2026-01-15,2026-02-26,,pending
1007,Aditya Patel,IT,Anti-Harassment Training,2026-02-06,2026-03-07,,Pending
1325,Vikram Mishra,Marketing,Communication Skills,2025-12-19,2026-01-12,2025-12-23,Completed
1242,Myra Ghosh,Marketing,Workplace Safety,2025-07-03,2025-07-17,2025-07-07,Completed
1083,Gaurav Malhotra,HR,Excel for Business,2025-04-03,2025-04-28,2025-04-10,Completed
1125,Diya Bhat,IT,Leadership Fundamentals,2025-08-14,2025-09-08,2025-08-22,Completed
1140,Riya Pillai,Marketing,SQL Fundamentals,2025-04-05,2025-04-30,,Pending
1217,Kavya Singh,HR,Excel for Business,2025-05-01,2025-06-08,2025-05-05,Completed
1062,Nitin Verma,HR,Python Basics,2025-06-20,2025-07-23,2025-06-30,Completed
1286,Arjun Kulkarni,IT,Python Basics,2025-05-30,2025-07-10,,Pending
1176,Jyoti Iyer,IT,Python Basics,2025-10-05,2025-11-14,2025-10-19,Completed
1308,Neha Saxena,HR,Anti-Harassment Training,2025-11-30,2025-12-13,2025-12-01,Completed
1041,Arun Chopra,IT,SQL Fundamentals,2025-10-08,2025-11-07,2025-10-19,Completed
1120,Pranav Saxena,Sales,Leadership Fundamentals,2025-12-31,2026-02-05,,Pending
1246,Deepak Sharma,Marketing,Excel for Business,2026-01-30,2026-02-18,2026-02-06,Completed
1115,Vikram Banerjee,Finance,Customer Service Excellence,2025-10-02,2025-10-17,,Pending
1087,Vihaan Chopra,Operations,Workplace Safety,2025-05-01,2025-05-28,,Pending
1124,Krishna Banerjee,IT,Excel for Business,2026-01-18,2026-02-21,2026-01-26,Completed
1148,Gaurav Singh,Sales,Project Management,2025-12-22,2026-01-24,2026-01-05,Completed
1280,Rajesh Sinha,Operations,Excel for Business,2026-01-23,2026-02-24,2026-02-01,Completed
1083,Gaurav Malhotra,HR,Customer Service Excellence,2025-11-14,2025-11-28,2025-11-19,Completed
1284,Nitin Chopra,IT,Customer Service Excellence,2025-10-29,2025-11-25,2025-11-06,Completed
1076,Rohit Mehta,Operations,Customer Service Excellence,2025-11-22,2025-12-26,,Pending
1036,Ananya Pandey,Operations,Data Security Awareness,2025-10-19,2025-11-08,2025-10-22,Completed
1338,Pooja Nair,Finance,Excel for Business,2026-01-21,2026-02-09,2026-01-26,Completed
1191,Ayaan Singh,IT,Project Management,2025-05-02,2025-06-07,,Pending
1011,Shruti Ghosh,IT,Workplace Safety,2025-11-27,2025-12-08,2025-11-29,Completed
1239,Rahul Sen,Finance,Anti-Harassment Training,2025-06-08,2025-07-07,,Pending
1244,Nandini Mehta,Sales,Communication Skills,2025-10-08,2025-11-03,2025-10-09,Completed
1207,Mohan Chopra,IT,Communication Skills,2025-10-09,2025-10-25,2025-10-17,Completed
1311,Sunita Joshi,Sales,Customer Service Excellence,2025-06-07,2025-07-10,,Pending
1132,Anjali Modi,I.T.,Workplace Safety,2025-06-30,2025-07-27,2025-07-07,Completed
1021,Vikram Tiwari,Finance,Anti-Harassment Training,2025-07-23,2025-08-01,2025-07-27,Completed
1230,Shruti Banerjee,Finance,Python Basics,2025-11-23,2026-01-04,,Pending
1174,Krishna Sinha,IT,Communication Skills,2025-12-28,2026-01-23,,Pending
1341,Deepak Das,Sales,Excel for Business,2025-11-21,2025-12-19,2025-12-02,Completed
1243,Sachin Mukherjee,Marketing,Excel for Business,2025-05-27,2025-06-14,,Pending
1086,Pooja Chopra,HR,Communication Skills,2026-02-08,2026-02-22,2026-02-13,Completed
1209,Varun Nair,IT,Workplace Safety,2025-05-21,2025-06-19,2025-05-22,Completed
1260,Aditya Chopra,IT,SQL Fundamentals,24/04/2025,2025-05-18,,Pending
1032,Sai Mishra,IT,Communication Skills,2025-11-10,2025-12-01,2025-11-18,Completed
1161,Tanya Singh,HR,Data Security Awareness,2025-06-10,2025-07-08,,Pending
1003,Priya Mishra,Operations,Excel for Business,19/01/2026,2026-02-15,2026-01-28,Completed
1229,Sneha Reddy,Operations,Project Management,2025-07-30,2025-08-27,,Pending
1060,Sai Kumar,HR,Customer Service Excellence,2025-07-22,2025-08-17,2025-07-31,Completed
1255,Riya Saxena,I.T.,Data Security Awareness,2026-01-10,2026-02-09,,Pending
1340,Pooja Mukherjee,IT,Anti-Harassment Training,2026-02-14,2026-03-16,2026-02-15,Completed
1273,Ayaan Shah,Operations,Leadership Fundamentals,2025-04-24,2025-05-20,,Pending
1189,Divya Banerjee,Sales,Communication Skills,2025-12-24,2026-01-17,,Pending
1220,Nandini Saxena,Operations,Communication Skills,2025-06-15,2025-07-08,2025-06-22,Completed
1006,Rekha Banerjee,IT,Customer Service Excellence,2025-11-28,2025-12-18,,Pending
1113,Reyansh Nair,Marketing,Python Basics,2025-06-12,2025-07-17,,Pending
1160,Sunita Malhotra,Operations,Customer Service Excellence,2025-10-28,2025-11-23,2025-10-31,Completed
1225,Gaurav Banerjee,HR,Anti-Harassment Training,2025-10-15,2025-10-31,2025-10-18,Completed
1068,Divya Sharma,Operations,Project Management,2025-05-10,2025-06-12,,Pending
1134,Vihaan Verma,HR,Workplace Safety,2025-12-30,2026-02-01,,Pending
1028,Manish Das,Sales,Data Security Awareness,2025-08-15,2025-09-08,2025-08-18,Completed
1193,Arun Reddy,Marketing,SQL Fundamentals,2025-04-20,2025-05-09,2025-05-01,Completed
1270,Aadhya Mehta,HR,SQL Fundamentals,2026-01-11,2026-02-03,2026-01-18,Completed
1320,Amit Mukherjee,HR,Project Management,2025-09-02,2025-09-21,2025-09-13,Completed
1098,Ayaan Chopra,Sales,Excel for Business,2025-05-30,2025-07-09,,Pending
1177,Kavya Kulkarni,Finance,Leadership Fundamentals,2025-08-02,2025-09-08,2025-08-09,Completed
1282,Nitin Bhat,HR,Excel for Business,2025-10-20,2025-11-13,2025-10-23,Completed
1203,Priya Verma,I.T.,Python Basics,2025-10-11,2025-11-15,2025-10-25,Completed
1156,Sachin Malhotra,IT,Project Management,2025-09-04,2025-10-01,2025-09-15,PENDING
1325,Vikram Mishra,Marketing,Leadership Fundamentals,2025-11-24,2025-12-12,,Pending
1099,Aadhya Singh,IT,Leadership Fundamentals,2025-09-10,2025-10-01,2025-09-19,Completed
1173,Sachin Nair,Sales,Communication Skills,2025-04-23,2025-05-25,,Pending
1066,Gaurav Shah,Sales,Anti-Harassment Training,2025-04-08,2025-04-25,2025-04-13,Completed
1099,Aadhya Singh,IT,SQL Fundamentals,2026-01-21,2026-03-02,2026-01-30,Completed
1161,Tanya Singh,HR,Anti-Harassment Training,2025-07-09,2025-07-28,2025-07-10,Completed
1331,Priya Joshi,HR,SQL Fundamentals,2025-08-03,2025-09-04,2025-08-11,Completed
1329,Priya Das,Sales,Project Management,2025-08-09,2025-09-12,,Pending
1013,Rekha Bhat,Operations,Leadership Fundamentals,2025-11-21,2025-12-11,,Pending
1339,Rekha Patel,Sales,Project Management,2025-06-25,2025-07-18,,Pending
1348,Arjun Saxena,IT,Leadership Fundamentals,2025-07-03,2025-08-04,,Pending
1016,Amit Bhat,I.T.,Data Security Awareness,2025-12-24,2026-01-06,,Pending
1270,Aadhya Mehta,HR,Workplace Safety,2025-04-24,2025-05-04,2025-05-04,Completed
1340,Pooja Mukherjee,IT,Excel for Business,2025-05-04,2025-06-12,2025-05-06,Completed
1264,Shruti Mukherjee,Sales,Excel for Business,2025-12-14,2026-01-14,2025-12-20,Completed
1242,Myra Ghosh,Marketing,SQL Fundamentals,2026-02-20,2026-03-30,,Pending
1322,Sneha Gupta,Finance,Leadership Fundamentals,2025-12-05,2025-12-20,2025-12-10,Completed
1126,Sunita Chopra,Sales,Customer Service Excellence,2025-10-27,2025-11-09,2025-11-01,Completed
1174,Krishna Sinha,IT,Python Basics,2025-12-30,2026-01-29,2026-01-13,Completed
1138,Lakshmi Trivedi,Finance,Communication Skills,2025-06-30,2025-07-17,,Pending
1310,Pranav Verma,HR,Customer Service Excellence,2025-06-15,2025-07-05,2025-06-26,Completed
1227,Lakshmi Rao,Marketing,Customer Service Excellence,2025-08-07,2025-08-31,2025-08-14,Completed
1161,Tanya Singh,HR,Communication Skills,2025-05-10,2025-06-04,,Pending
1100,Amit Patel,,Leadership Fundamentals,2026-01-14,2026-02-05,,Pending
1110,Pranav Modi,IT,Excel for Business,2025-08-31,2025-10-08,,Pending
1060,Sai Kumar,HR,Workplace Safety,2025-04-16,2025-04-28,2025-04-17,Completed
1204,Diya Ghosh,Operations,Communication Skills,2026-01-07,2026-02-05,2026-01-17,Completed
1344,Nandini Rao,Sales,Data Security Awareness,2025-06-26,2025-07-10,2025-07-05,Completed
1248,Sara Banerjee,Marketing,Communication Skills,2026-02-24,2026-03-20,2026-03-02,Completed
1113,Reyansh Nair,Marketing,Workplace Safety,2025-12-26,2026-01-06,2025-12-28,Completed
1086,Pooja Chopra,HR,SQL Fundamentals,2025-11-29,2025-12-24,2025-12-12,Completed
1286,Arjun Kulkarni,IT,Workplace Safety,2025-08-21,2025-09-17,2025-08-24,Completed
1017,Ishaan Pillai,HR,Data Security Awareness,2025-06-30,2025-07-22,2025-07-04,Completed
1005,Nandini Gupta,IT,Excel for Business,2026-01-25,2026-02-15,,Pending
1223,Rekha Sinha,IT,Communication Skills,2025-05-09,2025-06-01,2025-05-16,Completed
1109,Sara Joshi,IT,Excel for Business,2026-01-15,2026-02-13,2026-01-27,Completed
1187,Nitin Sinha,Operations,Customer Service Excellence,2025-09-16,2025-10-11,,Pending
1033,Reyansh Mukherjee,IT,Anti-Harassment Training,2025-05-10,2025-06-04,2025-05-15,Completed
1065,Neha Mukherjee,,Project Management,2025-04-27,2025-05-19,2025-05-09,Completed
1345,Manish Reddy,Sales,Workplace Safety,2025-09-21,2025-10-20,2025-09-27,Completed
1324,Jyoti Kumar,HR,SQL Fundamentals,2025-10-20,2025-11-16,2025-10-30,Completed
1087,Vihaan Chopra,Operations,Python Basics,2025-11-16,2025-12-22,2025-12-02,Completed
1202,Swati Iyer,IT,Customer Service Excellence,2025-10-09,2025-11-04,2025-10-13,Completed
1019,Reyansh Gupta,Sales,SQL Fundamentals,2025-10-11,2025-10-30,,Pending
1228,Neha Das,Sales,Python Basics,2025-08-04,2025-09-16,2025-08-19,COMPLETED
1262,Sunita Ghosh,Marketing,Python Basics,2025-06-17,2025-07-20,,Pending
1132,Anjali Modi,IT,Anti-Harassment Training,2025-10-16,2025-11-04,2025-10-17,Completed
1147,Diya Singh,Finance,Workplace Safety,2025-04-02,2025-04-21,2025-04-08,Completed
1066,Gaurav Shah,Sales,Python Basics,2025-05-22,2025-06-16,2025-06-05,Completed
1104,Shruti Kumar,Sales,Communication Skills,2025-11-15,2025-12-16,2025-11-23,Completed
1304,Mohan Mishra,Finance,Communication Skills,2025-05-22,2025-06-05,2025-05-23,Completed
1067,Meera Sinha,IT,Customer Service Excellence,2025-05-17,2025-06-18,2025-05-23,Completed
1095,Shruti Deshpande,Operations,Project Management,2025-10-14,2025-11-02,2025-10-27,Completed
1127,Arjun Desai,Operations,Communication Skills,2025-05-13,2025-06-19,,Pending
1016,Amit Bhat,IT,Excel for Business,2026-01-17,2026-02-19,2026-01-23,Completed
1090,Arjun Joshi,Sales,Communication Skills,2025-06-25,2025-07-13,2025-06-29,Completed
1110,Pranav Modi,IT,Python Basics,2025-12-08,2026-01-02,2025-12-17,Completed
1006,Rekha Banerjee,IT,Communication Skills,2025-08-19,2025-09-15,2025-08-24,Completed
1011,Shruti Ghosh,IT,Workplace Safety,2025-10-01,2025-10-19,,completed
1132,Anjali Modi,IT,Leadership Fundamentals,2026-01-29,2026-03-04,2026-02-07,Completed
1257,Nandini Deshpande,Marketing,Workplace Safety,2025-06-08,2025-06-27,2025-06-13,Completed
1035,Nitin Pandey,Marketing,Communication Skills,2025-09-17,2025-10-20,2025-09-22,Completed
1232,Suresh Banerjee,Sales,Project Management,2025-11-11,2025-12-10,2025-11-25,Completed
1049,Kavya Singh,Sales,SQL Fundamentals,2025-06-08,2025-07-04,2025-06-17,Completed
1327,Harish Reddy,Sales,Excel for Business,2025-12-01,2025-12-28,2025-12-09,Completed
